borrower_id,loan_segment,default_flag,Persistent EPS in the Last Four Seasons,Net Income to Stockholder's Equity,Borrowing dependency,ROA(A) before interest and % after tax,Debt ratio %,Interest Expense Ratio,Equity to Liability,Interest Coverage Ratio (Interest expense to EBIT),Retained Earnings to Total Assets,Degree of Financial Leverage (DFL),Net Value Per Share (B),ROA(C) before interest and depreciation before interest,Total income/Total expense,Pre-tax net Interest Rate,Non-industry income and expenditure/revenue,Current Liabilities/Equity,Working Capital to Total Assets,Current Liability to Current Assets,Tax rate (A),Operating Profit Per Share (Yuan ¥),Working Capital/Equity,Inventory/Working Capital,Operating profit per person,Working capitcal Turnover Rate,Current Liability to Assets,Operating Profit Rate,Cash/Total Assets,Operating Funds to Liability,Operating Gross Margin,Total Asset Growth Rate,gst_sentiment,call_sentiment,gst_delay_flag,call_stress_flag,unstructured_risk_score,structured_x_unstructured_risk
MSME00010,MSME,0,0.218965680249598,0.841337129150271,0.374179962109944,0.56754252071522,0.103576503310457,0.631236900864372,0.0365716913238882,0.565891530490222,0.942828956208544,0.0269710912232694,0.1829252875985,0.482474528347877,0.0023376566488803,0.797534994258179,0.303758973978453,0.327484654084158,0.75120434292108,0.0471663480130232,0.0,0.0964905138018077,0.731958967761215,0.285100705629767,0.392754573618869,0.593915575867337,0.0320868027606662,0.998978446975956,0.0020568362370428,0.343679907898293,0.61402585796855,747000000.0,-0.5267,0.0,0,0,0.5317,0.11642405218871126
MSME00011,MSME,0,0.204689420440579,0.840649731622796,0.373113046123427,0.549716528565198,0.0943858270097046,0.632095793208312,0.0403810196995266,0.566982649156004,0.93295521516369,0.0273908578413325,0.173865408115966,0.444401111490274,0.0022567515492072,0.797442859508479,0.303604528374123,0.328042000740244,0.769113889446861,0.0337116016801524,0.0,0.0960019542382542,0.733045299018059,0.277598529321833,0.392437981954275,0.593944059267887,0.0479948129460321,0.998975327200857,0.0205422288308614,0.346556595668178,0.623711785987114,5730000000.0,-0.7783,0.5903,0,0,0.506,0.10357284674293298
MSME00012,MSME,0,0.219343859317387,0.840702415877267,0.377306898271686,0.551569995638901,0.144662454273362,0.632377638662484,0.0252817202305257,0.567146326659175,0.930139634781563,0.0274797246787734,0.169398676836206,0.491151952420416,0.0022730499396006,0.797428887121513,0.303434855738379,0.331114214993752,0.760000221809245,0.0435139896178212,0.185241421196477,0.104877452976142,0.73268161569497,0.278908415161181,0.401845277130775,0.59392293960841,0.0956718995297444,0.999044886630839,0.0582180014761003,0.34578667964612,0.608130702373917,7220000000.0,-0.6808,0.8398,0,1,0.5442,0.11936692824052202
MSME00013,MSME,0,0.212914815164981,0.839910496767797,0.373151070382904,0.533307893589185,0.106569519605768,0.640422733935152,0.0354641087749807,0.577445287454369,0.930763202677411,0.0249997401762429,0.171547764527411,0.474040852142544,0.0022174795700972,0.797368293997836,0.303491654982538,0.329035251137398,0.791909626507644,0.0289016723593667,0.0,0.0960019542382542,0.734591204579447,0.277413791453685,0.392494516180095,0.593944042758672,0.0691661659638453,0.998967007800593,0.0741698566235507,0.351351762701189,0.600577984692775,6160000000.0,0.0,0.0,0,0,0.4,0.08516592606599241
MSME00014,MSME,0,0.226434716838423,0.841623679912454,0.373692356900173,0.57582860880942,0.0896393264201711,0.63167079903015,0.0426464252172529,0.565614320447007,0.94025165752662,0.0268962866110795,0.180565505035607,0.506703066348169,0.0025698224707067,0.797513966507497,0.303566339946135,0.327227478764221,0.802390919116921,0.0155531326728028,0.0,0.103167494503705,0.734995669476609,0.277183957759265,0.399923113452884,0.593970715387341,0.027638023218934,0.999052974936651,0.021194016958275,0.355891915507312,0.604685855950648,723000000.0,-0.6808,0.8525,0,1,0.5423,0.12279554694147679
MSME00015,MSME,0,0.223787463363903,0.841399049949549,0.373544733304554,0.57108591365024,0.0990718626235753,0.631097176751003,0.0383537473633107,0.565618081410697,0.933540910463702,0.0268972408952144,0.174328936833677,0.513820504070589,0.0022899932067994,0.797506772803316,0.303461926016447,0.328300316444762,0.7919906610319,0.0258128487067077,0.258730640753113,0.110333034769156,0.734495148865496,0.277345380371646,0.404513692589494,0.593947074091257,0.0533853563563156,0.999096882882487,0.0037668242316719,0.357002921359487,0.621773159025065,830000000.0,-0.296,0.8398,0,1,0.448,0.10025678358702855
MSME00016,MSME,0,0.220194762219911,0.840888957443775,0.372267565530338,0.560237679895334,0.0612812528342957,0.631239298091807,0.0629402296529157,0.565999165334269,0.942018218547371,0.0270027988958809,0.183852345033922,0.48890947204212,0.0025517714496104,0.797877248568626,0.304319473753794,0.327470954255664,0.752032218453819,0.0462912301964762,0.0294564227148497,0.0957576744564775,0.731993724703647,0.279968047464102,0.393726962302978,0.593923002909673,0.0387616550386571,0.998996472343194,0.0528667007517992,0.342066504490024,0.60652358782917,7030000000.0,-0.6808,0.5903,0,0,0.4817,0.10606781696133114
MSME00017,MSME,0,0.233052850524723,0.841983321753659,0.372724975004641,0.590438290449193,0.0787253983130272,0.631059506034164,0.0488219275181613,0.565659317841955,0.948858906532939,0.0269078077255092,0.189541106569466,0.535952810412909,0.0023609505382426,0.79758825533721,0.303558605580973,0.327786671384638,0.816363501604604,0.0181566375652698,0.217430914060128,0.114160084683658,0.735630620471031,0.277289061138294,0.4005789104724,0.593971344674672,0.0446373780123085,0.999118836855405,0.013907170944156,0.354464595073761,0.618450828060364,6960000000.0,-0.296,0.0,0,0,0.474,0.11046705114871869
MSME00018,MSME,0,0.220005672686017,0.840954675675957,0.378709322430063,0.559801569995639,0.141336880611906,0.632451952712977,0.0259532229881063,0.567398597856035,0.935009281984505,0.0276370493098807,0.175129577346087,0.504070589382343,0.0023180453360995,0.797412009584781,0.303522834142098,0.330593494077527,0.766580251219532,0.0400836626660674,0.0955562303876911,0.102108948782672,0.733185251145198,0.278048745688201,0.401754822369462,0.59392183650696,0.0874131414741735,0.998988615131833,0.0128012850229898,0.353137431135492,0.598343879271826,6340000000.0,-0.7783,0.0,0,0,0.5946,0.13081537297910573
MSME00019,MSME,0,0.217452963978444,0.840455976086351,0.371230845279288,0.543720017444396,0.0774858663119388,0.631267722359968,0.0496224552784151,0.56572207807259,0.933563970913442,0.02692426375692,0.176478024524883,0.487398235265441,0.0022428584833143,0.797443551210804,0.303467001693584,0.328140542219584,0.809073201243094,0.0219368610613265,0.441643891082093,0.102760361534077,0.735200727551333,0.277320828369948,0.393252074806088,0.593965944255492,0.0547715959620629,0.999041651308515,0.0935031388966463,0.348128381853975,0.636258810302829,6250000000.0,-0.5267,0.8255,0,0,0.4078,0.08867731871040946
MSME00020,MSME,0,0.219343859317387,0.840638613018106,0.36963718146295,0.545573484518099,0.0963509387187471,0.630623553102012,0.0395070046859079,0.565170865120315,0.939765139730377,0.0267937782838859,0.189119716826092,0.485253254034027,0.0022930475348322,0.797521713573538,0.303553771602747,0.326672008418766,0.789153248025469,0.0109407284049022,0.261058811620609,0.101213256249491,0.734286173823141,0.277067799257434,0.398317541439588,0.593990255843358,0.0125482805799749,0.999065454037047,0.0319240864779537,0.35082861518116,0.622176739359172,6460000000.0,-0.6808,0.8398,0,1,0.5442,0.11936692824052202
MSME00021,MSME,0,0.225394724402004,0.841311469523341,0.371209596428404,0.564489751417357,0.100734649454304,0.630982794756236,0.0376800863548014,0.565589111140646,0.937920804869362,0.0268899303694454,0.185453626058742,0.504558085116755,0.0023220757590657,0.797465824025672,0.30353056850726,0.328924458893678,0.847345861558187,0.0186129431781689,0.208928029152748,0.107401677387835,0.737989358630271,0.277122025311063,0.397910495013681,0.59397367196205,0.0685261041035546,0.9990299810387,0.139413215037929,0.358478639338474,0.607446057164272,6560000000.0,-0.2263,-0.9118,1,1,0.7933,0.17880563486810977
MSME00022,MSME,0,0.22322019476222,0.841234473750761,0.377012769441021,0.563672045355429,0.146506636031079,0.632237229626991,0.0249146049780394,0.567289099516091,0.936223801831732,0.0275654100512866,0.176983692216931,0.512016769853264,0.0022691302633415,0.797444381253594,0.303432922147089,0.33023501800171,0.764144883469675,0.0403947838257492,0.0055673651179269,0.110007328393453,0.733029730476845,0.277744385313056,0.39400963343208,0.593925392692172,0.0776394903553029,0.99905863675072,0.038272302580135,0.354722984605151,0.618933683102956,5750000000.0,-0.296,0.5903,0,0,0.3855,0.0860513850808358
MSME00023,MSME,0,0.218965680249598,0.840325896066444,0.38727596441824,0.548135630178805,0.19303443480364,0.634338913165573,0.0180051246099532,0.568730145641783,0.93856123349435,0.0293639108382569,0.184400151700308,0.49485692000195,0.0022459349956507,0.797413254648966,0.303391591633254,0.337398695626466,0.734030366532548,0.0552426750998399,0.417653608664845,0.109193062454198,0.729973923053778,0.276574664192513,0.396338843535877,0.593892995971819,0.148790999132943,0.999052397200522,0.207866389543797,0.347034801326055,0.609507199584889,6900000000.0,-0.296,0.8398,0,1,0.448,0.0980966247518199
MSME00024,MSME,0,0.22189656802496,0.84104674505462,0.388057698458675,0.561382468382032,0.19451582670738,0.633345776085259,0.0178392006258175,0.568042939905936,0.933883562062243,0.0282061238442121,0.172896211706207,0.509969287768732,0.002274344102804,0.797417128181986,0.303456125242575,0.337432936145491,0.745811316274545,0.0501706511809911,0.306913655228262,0.113834378307955,0.731355719668546,0.27325548534808,0.39804617715565,0.593911892000439,0.147142954808218,0.999024781413535,0.017860838627217,0.3476571301191,0.602956225947333,6140000000.0,-0.296,0.5903,0,0,0.3855,0.08554112697362208
MSME00025,MSME,0,0.203554883237213,0.837925614007031,0.377159274676067,0.503652420409943,0.14674849593373,0.628951315735401,0.0248687285439358,0.562377109788118,0.923742746015952,0.0264153131070622,0.161307993763432,0.444986106371569,0.0020982674894285,0.797046237395281,0.303016716621803,0.328518642443675,0.752991982324317,0.0455039195364612,0.0,0.0938848627961892,0.732118863783762,0.279715690767742,0.390855023631306,0.593920439481947,0.0446516334281012,0.998925064157597,0.0149537656982419,0.345450816501716,0.611762925380879,5490000000.0,0.0,0.8255,0,0,0.2762,0.05622185875011823
MSME00026,MSME,0,0.224260187198639,0.841187894768005,0.37216691307878,0.563617531617968,0.092057925446685,0.631321488746729,0.0414649657362741,0.565722915029787,0.942045500965593,0.0269244863302234,0.179217057856812,0.519280456296007,0.0022847085145854,0.797512168081452,0.30346627659685,0.328713957177203,0.746912099549146,0.0514813759696364,0.23109626480413,0.108378796514942,0.731698389915072,0.276034241456299,0.395502136993736,0.593911054354839,0.0660732030729706,0.999099309374231,0.026006422332886,0.360232525669894,0.626544055117543,6580000000.0,-0.296,0.0,0,0,0.474,0.10629932873215488
MSME00027,MSME,0,0.228420156944313,0.841854181631694,0.369875392264971,0.593054949847362,0.0360975904707198,0.630964986781003,0.10484236501329,0.565433398847167,0.943096297038018,0.0268521603332461,0.182630314778138,0.547408960171598,0.0025056466854504,0.797571239460013,0.30354337854956,0.327333227352661,0.839002274859763,0.0133933066151283,0.213786820528394,0.111554433678039,0.736094529454523,0.277244486668277,0.403190791705298,0.593977675221443,0.0383733508227971,0.999111788474626,0.10629600428011,0.437755886199438,0.609737816918664,6640000000.0,-0.296,0.5903,0,0,0.3855,0.08805597050203266
MSME00028,MSME,0,0.2205729412877,0.8411159928915,0.371971199978527,0.563944614042739,0.0895788614445083,0.631503678031808,0.0426818998997697,0.56620058032495,0.93768584755713,0.0270667209660536,0.177952888626691,0.500853117535222,0.0023616295164812,0.797502899270296,0.303694923766955,0.328054100588709,0.819444466447688,0.018802183379403,0.196376151432331,0.0971419265532123,0.736007060562927,0.277367591072672,0.39286764207051,0.593983025176497,0.049464084101822,0.998982375581636,0.0079912289210366,0.360145349239961,0.602026549820551,5980000000.0,-0.5267,0.6319,0,1,0.5369,0.11842561217736614
MSME00029,MSME,1,0.177838706627588,0.831976032408709,0.392590413860514,0.470235499345835,0.219608791607461,0.62927528390022,0.0153485951260125,0.562976864746142,0.908947697741883,0.0264718727329476,0.156209177868611,0.41612635889436,0.0020835037574352,0.797240882429557,0.303257690436385,0.34619823102173,0.703730256210006,0.0658158530780964,0.0,0.0985261786499471,0.724531115070391,0.276486186212684,0.394100088193392,0.593891386167004,0.198285095189837,0.998972554067436,0.0082664170023762,0.337687537935178,0.599115005981637,654000000.0,-0.4215,0.6319,1,1,0.6106,0.10858831426680524
MSME00030,MSME,1,0.202514890800794,0.838258501827446,0.396528161437585,0.536033580462276,0.228890165371708,0.648523650360954,0.0145615712801164,0.576472530618164,0.868460717296699,0.0248858579240944,0.14550587838692,0.462194705796324,0.0021623785052417,0.797290546656498,0.303477394746771,0.342348547915856,0.673325140693406,0.124882710179452,0.0,0.0919306245419754,0.718087877347825,0.276849112615976,0.389814793876213,0.593788635819852,0.141036557645787,0.998908887545973,0.0110609135539858,0.336370895458632,0.599987027774975,6430000000.0,-0.6808,-0.4215,1,1,0.8334,0.1687759099933817
MSME00031,MSME,0,0.211023919826038,0.840052354819015,0.38402489023291,0.544483209768862,0.208241376182846,0.635145408967,0.0164039309117358,0.570161348590322,0.908330178891868,0.174090903668756,0.158695377354515,0.476088334227076,0.0022301739014708,0.797380329618292,0.303414553029829,0.338921755786056,0.697045111263781,0.0826660718934626,0.0,0.102434655158375,0.724543976811584,0.276840068047078,0.394100088193392,0.593862620388003,0.144464755676761,0.999014035521528,0.0230705196812938,0.344295201684476,0.618868821977832,567000000.0,-0.5267,0.8525,0,1,0.5038,0.10631385080835795
MSME00032,MSME,0,0.225394724402004,0.841431597677494,0.375580149547176,0.570704317488007,0.116848565468452,0.63154956781414,0.032085740779711,0.566350913061826,0.937473539811651,0.027118794439904,0.177025831191269,0.505874323599668,0.0023486417250169,0.797439539337319,0.303547245732141,0.330020694282541,0.785427201109879,0.0334418320781055,0.0770320882680433,0.10324892109763,0.734300444221283,0.277295020375345,0.395909183419642,0.59393165853614,0.0880275110524175,0.99899993875997,0.0064300361047499,0.347232553073922,0.601168941610574,6960000000.0,-0.296,0.0,0,0,0.474,0.10683709936654989
MSME00033,MSME,0,0.218209322114021,0.840451101401298,0.370535225002964,0.544755778456171,0.0623393899083955,0.631230736565253,0.0618866031430268,0.566000432230916,0.937101764402904,0.0270031817899335,0.185875015802115,0.486374494223176,0.0022699393484603,0.797414914734546,0.303621930695738,0.32828850844728,0.79989075144347,0.0256903594101168,0.0399838040287478,0.0932334500447846,0.734506996524468,0.277113146743321,0.391024626308767,0.593952940837528,0.0629852318661099,0.998943551713739,0.109941900294968,0.352842458732399,0.603475114948327,6760000000.0,-0.296,0.6319,0,1,0.4792,0.10456590715703887
MSME00034,MSME,0,0.218682045948757,0.840608631798272,0.375313979730833,0.550915830789359,0.124104362547994,0.632494760345749,0.030023557479194,0.567456110265631,0.934730336547086,0.0276769693412717,0.174033964013316,0.494369424267538,0.0022598186387234,0.797392780260144,0.303474977757658,0.331087957780501,0.826180808370658,0.0270097755019044,0.09383540844215,0.108215943327091,0.737300793483967,0.277269768741381,0.395762194432509,0.593934532481481,0.107973141077189,0.998995316870935,0.0096402782067215,0.346264602165204,0.599107799189957,6140000000.0,-0.296,0.8398,0,1,0.448,0.09796955658504314
MSME00035,MSME,0,0.213576628533611,0.841252149001051,0.376271296381209,0.564544265154819,0.122622970644254,0.631589635758414,0.0304312341396866,0.566339247732498,0.93823378870164,0.0271146084726468,0.180186254266571,0.475162092331692,0.0023164296986408,0.797519776807027,0.303743021850307,0.327391339331141,0.753131106606647,0.0435699727474226,0.0,0.0960833808321798,0.732100099289949,0.278683136780345,0.392596277786572,0.593918609266273,0.0268249264151524,0.998973362898017,0.0018181743170278,0.344030374145023,0.614278095677366,751000000.0,-0.5106,-0.9022,1,1,0.863,0.1843166304245063
MSME00036,MSME,0,0.209794837855725,0.839028885008747,0.377688259227034,0.516354121238552,0.139281071439369,0.628333173518171,0.0263873568742709,0.562016229466371,0.927407108748788,0.0263852766496002,0.166111836837891,0.462925949397943,0.0021855118120625,0.797245032643508,0.303212492739969,0.329514477258723,0.752031073932679,0.047146167625873,0.0,0.0971419265532123,0.732034174262065,0.285606867836359,0.393206847425431,0.593917224024493,0.0668864003846082,0.998997396721001,0.0346499478819115,0.344159651329188,0.622702835151847,7460000000.0,0.0,0.8525,0,1,0.3721,0.07806465916611527
MSME00037,MSME,0,0.214994800037818,0.840205745904451,0.37700829599873,0.541321412996075,0.147201983251202,0.63401289023438,0.0247808782299554,0.568218589402543,0.930539498151253,0.0284255446452834,0.167502422991024,0.478915809486667,0.0022413681706093,0.79740398583781,0.303448632576324,0.329685391249061,0.784658593786482,0.0307111162442824,0.544893207814556,0.100806123279863,0.73471852097034,0.277494883753394,0.397865267633025,0.593948709207669,0.0667898989263249,0.999017386391079,0.042104212625443,0.343486022188545,0.607042476830165,6180000000.0,-0.6808,0.8255,0,0,0.4464,0.09597367873688196
MSME00038,MSME,0,0.215372979105606,0.840192796047555,0.37206178718493,0.539467945922372,0.0953834991081416,0.633241325461295,0.0399351699683356,0.568609255748077,0.932102119442917,0.0290876038741492,0.172179849142472,0.481060790718081,0.0022467070579001,0.797387938343868,0.303508332207419,0.327619186930016,0.821157203852451,0.0153036136264216,0.0,0.0968976467714356,0.73622939972641,0.277259970528342,0.393240767960924,0.593963732760519,0.0369109392508691,0.998975442748083,0.0551630215497877,0.347423923119164,0.600880669943355,6050000000.0,-0.5267,0.0,0,0,0.5317,0.1145138129904507
MSME00039,MSME,0,0.212253001796351,0.840385757478808,0.373058246455356,0.548026602703881,0.0800858602654412,0.632810166984014,0.0479599415621359,0.568500549655657,0.934363318155994,0.0288727658138465,0.177110109139944,0.486228245502852,0.0022954310040017,0.797404400859205,0.30358374226775,0.327333169034145,0.800966550282255,0.0173900130803097,0.0,0.0946177021415194,0.734779649388866,0.27713416281821,0.391363831663689,0.593973106886433,0.0318425331061389,0.998953142133487,0.0254344315057528,0.352231643746643,0.598444774355353,5990000000.0,-0.6808,0.8525,0,1,0.5423,0.11510480287416115
MSME00040,MSME,0,0.221612933724118,0.841573616502083,0.374405870945663,0.571631051024858,0.118874142153158,0.631229024259942,0.0314853592017782,0.565658865268012,0.932853037736966,0.026907690710701,0.174876743500063,0.507824306537318,0.0022932374027364,0.7975416346005,0.303441623307896,0.32891815615763,0.773200225769305,0.0342822550940703,0.302560987954246,0.113671525120104,0.733482748640286,0.277561367314672,0.407464779177314,0.593935576875381,0.0620319590749032,0.999135706750384,0.0042335068496626,0.352201555087715,0.625326107323542,7940000000.0,-0.7783,0.0,0,0,0.5946,0.13177105039236056
MSME00041,MSME,0,0.220667486054647,0.840978536246519,0.37273615861037,0.562690798081116,0.0690207697191402,0.631236900864372,0.0558577815894778,0.5660450790583,0.942100288262037,0.0270168245964067,0.185074375289705,0.489153219909326,0.0025137847834037,0.797896062871868,0.304405760265134,0.327895450888576,0.746585921782487,0.0529894926808951,0.0,0.0953505414868496,0.731702194156741,0.275815177007774,0.392471902489767,0.593893353850273,0.0497893575217391,0.998970820859047,0.054515238146905,0.341595301909091,0.60441199786679,7220000000.0,-0.5267,0.8398,0,1,0.5057,0.111591547697835
MSME00042,MSME,0,0.225489269168951,0.841197466664069,0.373331126435136,0.566888355865678,0.0866463101248602,0.631308475226367,0.044195080866648,0.565941458314401,0.945429865976427,0.0269855998040583,0.186970629134887,0.511188027104763,0.0023005365531622,0.797521851914003,0.303528876614881,0.328464925276516,0.801107924987208,0.0250410417826297,0.235752606539123,0.107238824199984,0.734876803345782,0.27736037407213,0.397401686981298,0.59396513886884,0.0611603796876062,0.999077470948539,0.0496652613597867,0.351270075195264,0.618176969976506,6770000000.0,-0.5267,0.8525,0,1,0.5038,0.11360149380731753
MSME00043,MSME,0,0.228325612177366,0.84180224093936,0.377794503481456,0.575883122546882,0.137981074462618,0.631594087752222,0.0266739564583317,0.566383205447437,0.93849638089017,0.0271305157359928,0.178964224010788,0.523034173450982,0.0024201032692739,0.797446594701035,0.303502531433548,0.3313666273415,0.751569314685571,0.0478205708628628,0.122178358133414,0.112124419835518,0.731997445585889,0.29436530008223,0.416385880011759,0.593915011567011,0.104974926478333,0.999027207905279,0.0185521711493699,0.352671776302138,0.600347367358999,6830000000.0,0.0,0.0,0,0,0.4,0.0913302448709464
MSME00044,MSME,0,0.222842015694431,0.840820359712895,0.371372877072043,0.553423462712604,0.0911509508117423,0.631025602389008,0.0419058133611854,0.565538443845805,0.935180058419969,0.0268773632495743,0.174413214782352,0.508848047579584,0.0022533304530585,0.797481041476823,0.303489721391248,0.328860865184663,0.795926540409327,0.0279892214352708,0.390120457536188,0.105040306163993,0.734631402908395,0.277374690991622,0.393715655457814,0.593953808094594,0.0702180366525852,0.999062103167496,0.084808266089528,0.355067082042094,0.635718300926793,7160000000.0,-0.6808,0.6319,0,1,0.5754,0.1282232958305756
MSME00045,MSME,0,0.2205729412877,0.840770515293026,0.36963718146295,0.549007849978195,0.0942346645705475,0.630616703880769,0.0404498967794885,0.565163703379656,0.940555139941672,0.0267922709919733,0.187097046057899,0.488958221615561,0.0023079923509029,0.797546753197705,0.303528876614881,0.326604641989515,0.775479414244298,0.0137880446389998,0.21662111549752,0.102678934940151,0.733431041642857,0.277089003952783,0.400658058388548,0.593964010621611,0.0109471347671599,0.999098153901972,0.0080478871851381,0.349408085697091,0.624317156488275,6440000000.0,-0.4767,0.0,1,1,0.7192,0.15863605937411382
